column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
19780,6,4,Late delivery,1,2016-05-14 07:32:00.0000000,Standard Class,USCA,33795
19781,4,4,Shipping on time,0,2016-07-22 00:15:00.0000000,Standard Class,USCA,38638
19782,6,4,Late delivery,1,2016-07-04 15:00:00.0000000,Standard Class,USCA,37310
19783,4,4,Shipping on time,0,2016-11-14 09:44:00.0000000,Standard Class,USCA,46543
19828,3,4,Advance shipping,0,2016-08-19 06:21:00.0000000,Standard Class,USCA,40642
19829,4,4,Shipping on time,0,2016-07-08 01:40:00.0000000,Standard Class,USCA,37683
19830,5,4,Late delivery,1,2016-06-21 08:21:00.0000000,Standard Class,USCA,36469
19831,4,4,Shipping on time,0,2016-07-09 12:43:00.0000000,Standard Class,USCA,37783
19832,3,4,Advance shipping,0,2016-07-04 06:46:00.0000000,Standard Class,USCA,37492
19833,5,4,Late delivery,1,2016-08-20 03:01:00.0000000,Standard Class,USCA,40564
19834,4,4,Shipping on time,0,2016-07-02 17:48:00.0000000,Standard Class,USCA,37318
19835,5,4,Late delivery,1,2016-07-23 23:23:00.0000000,Standard Class,USCA,38704
19836,6,4,Late delivery,1,2016-06-12 03:28:00.0000000,Standard Class,USCA,35770
19837,5,4,Late delivery,1,2016-07-25 17:25:00.0000000,Standard Class,USCA,38824
19838,3,4,Advance shipping,0,2016-07-10 22:10:00.0000000,Standard Class,USCA,37947
19839,4,4,Shipping on time,0,2016-07-10 14:59:00.0000000,Standard Class,USCA,37858
19884,5,4,Late delivery,1,2016-04-17 14:35:00.0000000,Standard Class,USCA,32034
19885,4,4,Shipping on time,0,2016-06-09 18:00:00.0000000,Standard Class,USCA,35743
19886,2,4,Advance shipping,0,2016-04-04 06:32:00.0000000,Standard Class,USCA,31326
19887,6,4,Late delivery,1,2016-08-28 22:48:00.0000000,Standard Class,USCA,41100
19888,4,4,Shipping on time,0,2016-04-10 16:20:00.0000000,Standard Class,USCA,31628
19889,5,4,Late delivery,1,2016-08-04 19:09:00.0000000,Standard Class,USCA,39514
19890,4,4,Shipping on time,0,2016-07-16 09:22:00.0000000,Standard Class,USCA,38253
19891,5,4,Late delivery,1,2016-07-29 17:46:00.0000000,Standard Class,USCA,39099
20181,0,0,Shipping on time,0,2016-06-05 18:27:00.0000000,Same Day,USCA,35710
20182,0,0,Shipping on time,0,2016-08-20 12:23:00.0000000,Same Day,USCA,40899
20183,1,0,Late delivery,1,2016-08-23 05:33:00.0000000,Same Day,USCA,41085
20184,1,0,Late delivery,1,2016-06-06 06:21:00.0000000,Same Day,USCA,35744
20185,0,0,Shipping on time,0,2016-07-23 19:26:00.0000000,Same Day,USCA,39001
20203,1,0,Late delivery,1,2016-07-13 03:41:00.0000000,Same Day,USCA,38271
20204,1,0,Late delivery,1,2016-06-25 08:57:00.0000000,Same Day,USCA,37053
20205,0,0,Shipping on time,0,2016-04-08 20:17:00.0000000,Same Day,USCA,31742
20220,1,0,Late delivery,1,2016-07-31 10:40:00.0000000,Same Day,USCA,39524
20221,1,0,Late delivery,1,2016-04-23 02:55:00.0000000,Same Day,USCA,32720
20229,1,0,Late delivery,1,2016-07-19 09:37:00.0000000,Same Day,USCA,38699
20230,0,0,Shipping on time,0,2016-07-27 22:35:00.0000000,Same Day,USCA,39284
32394,6,4,Shipping canceled,0,2016-08-15 07:14:00.0000000,Standard Class,USCA,40165
32395,2,4,Shipping canceled,0,2016-05-21 06:39:00.0000000,Standard Class,USCA,34546
32396,3,4,Shipping canceled,0,2016-07-02 21:29:00.0000000,Standard Class,USCA,37397
32397,2,4,Shipping canceled,0,2016-05-02 15:57:00.0000000,Standard Class,USCA,33271
32398,4,4,Shipping canceled,0,2016-07-22 05:31:00.0000000,Standard Class,USCA,38653
32399,5,4,Shipping canceled,0,2017-01-11 03:10:00.0000000,Standard Class,USCA,50429
32400,6,4,Late delivery,1,2016-04-13 14:04:00.0000000,Standard Class,USCA,31690
32401,5,4,Late delivery,1,2016-06-29 19:33:00.0000000,Standard Class,USCA,37049
32402,2,4,Advance shipping,0,2016-09-02 22:37:00.0000000,Standard Class,USCA,41716
32403,6,4,Late delivery,1,2016-08-25 05:28:00.0000000,Standard Class,USCA,40845
32404,2,4,Advance shipping,0,2016-04-17 18:36:00.0000000,Standard Class,USCA,32251
32405,4,4,Shipping on time,0,2016-04-28 15:16:00.0000000,Standard Class,USCA,32858
32406,6,4,Late delivery,1,2016-05-23 07:00:00.0000000,Standard Class,USCA,34410
32407,6,4,Late delivery,1,2016-05-01 14:44:00.0000000,Standard Class,USCA,32925
32408,3,4,Advance shipping,0,2016-06-08 17:39:00.0000000,Standard Class,USCA,35742
32409,3,4,Advance shipping,0,2016-07-24 22:30:00.0000000,Standard Class,USCA,38907
32410,4,4,Shipping on time,0,2016-07-22 23:02:00.0000000,Standard Class,USCA,38703
32411,6,4,Late delivery,1,2016-04-26 10:22:00.0000000,Standard Class,USCA,32570
32412,6,4,Late delivery,1,2016-08-14 06:42:00.0000000,Standard Class,USCA,40095
32413,4,4,Shipping on time,0,2016-06-16 19:55:00.0000000,Standard Class,USCA,36228
32414,5,4,Late delivery,1,2016-06-08 22:34:00.0000000,Standard Class,USCA,35619
32415,2,4,Advance shipping,0,2016-06-14 06:58:00.0000000,Standard Class,USCA,36191
32416,3,4,Advance shipping,0,2016-05-23 09:16:00.0000000,Standard Class,USCA,34622
32417,4,4,Shipping on time,0,2016-06-07 02:57:00.0000000,Standard Class,USCA,35563
32418,6,4,Late delivery,1,2016-04-08 20:12:00.0000000,Standard Class,USCA,31365
32419,2,4,Advance shipping,0,2016-11-25 14:05:00.0000000,Standard Class,USCA,47446
32420,3,4,Advance shipping,0,2016-06-26 23:35:00.0000000,Standard Class,USCA,36992
32421,2,4,Advance shipping,0,2016-04-18 01:37:00.0000000,Standard Class,USCA,32271
32422,5,4,Late delivery,1,2016-06-09 19:35:00.0000000,Standard Class,USCA,35679
32423,6,4,Late delivery,1,2016-07-04 00:59:00.0000000,Standard Class,USCA,37270
32424,3,4,Advance shipping,0,2016-07-13 09:43:00.0000000,Standard Class,USCA,38117
32425,5,4,Late delivery,1,2016-08-11 19:19:00.0000000,Standard Class,USCA,39994
32426,4,4,Shipping on time,0,2016-09-29 13:39:00.0000000,Standard Class,USCA,43403
32427,4,4,Shipping canceled,0,2016-04-13 17:55:00.0000000,Standard Class,USCA,31838
32428,5,4,Shipping canceled,0,2016-06-11 01:22:00.0000000,Standard Class,USCA,35764
32511,2,1,Late delivery,1,2016-07-23 16:32:00.0000000,First Class,USCA,38890
32512,2,1,Late delivery,1,2016-05-27 15:45:00.0000000,First Class,USCA,34983
32513,2,1,Late delivery,1,2016-08-18 21:46:00.0000000,First Class,USCA,40686
32514,2,1,Late delivery,1,2016-04-10 22:18:00.0000000,First Class,USCA,31782
32515,2,1,Late delivery,1,2016-07-16 19:32:00.0000000,First Class,USCA,38419
32516,2,1,Late delivery,1,2016-06-25 14:29:00.0000000,First Class,USCA,36966
32517,2,1,Late delivery,1,2016-04-19 18:15:00.0000000,First Class,USCA,32387
32531,2,1,Late delivery,1,2016-06-24 22:43:00.0000000,First Class,USCA,36921
32538,2,1,Late delivery,1,2016-08-06 02:09:00.0000000,First Class,USCA,39808
32571,1,0,Late delivery,1,2016-08-16 03:17:00.0000000,Same Day,USCA,40599
32572,0,0,Shipping on time,0,2016-04-28 15:42:00.0000000,Same Day,USCA,33099
32573,1,0,Late delivery,1,2016-04-11 00:50:00.0000000,Same Day,USCA,31892
32574,1,0,Late delivery,1,2016-04-25 01:10:00.0000000,Same Day,USCA,32852
32576,0,0,Shipping on time,0,2016-07-24 13:39:00.0000000,Same Day,USCA,39053
32660,5,2,Late delivery,1,2016-08-05 03:55:00.0000000,Second Class,USCA,39539
32661,4,2,Late delivery,1,2016-04-24 23:41:00.0000000,Second Class,USCA,32608
32662,4,2,Late delivery,1,2016-06-09 21:31:00.0000000,Second Class,USCA,35753
32663,6,2,Late delivery,1,2016-04-17 21:25:00.0000000,Second Class,USCA,31985
32664,6,2,Late delivery,1,2016-08-06 02:31:00.0000000,Second Class,USCA,39535
32665,2,2,Shipping on time,0,2016-06-28 16:03:00.0000000,Second Class,USCA,37176
32666,6,2,Late delivery,1,2016-06-02 06:59:00.0000000,Second Class,USCA,35095
32667,6,2,Late delivery,1,2016-06-05 03:18:00.0000000,Second Class,USCA,35290
32668,6,2,Late delivery,1,2016-04-08 04:26:00.0000000,Second Class,USCA,31320
32669,2,2,Shipping on time,0,2016-06-06 13:17:00.0000000,Second Class,USCA,35661
32670,5,2,Late delivery,1,2016-08-23 18:36:00.0000000,Second Class,USCA,40814
32677,6,2,Late delivery,1,2017-01-19 10:41:00.0000000,Second Class,USCA,50930
32678,5,2,Late delivery,1,2016-05-12 06:40:00.0000000,Second Class,USCA,33724
32687,4,2,Late delivery,1,2016-06-30 02:44:00.0000000,Second Class,USCA,37138
32688,4,2,Late delivery,1,2016-07-29 00:25:00.0000000,Second Class,USCA,39118
32695,2,2,Shipping on time,0,2016-08-26 08:26:00.0000000,Second Class,USCA,41196
32699,5,2,Late delivery,1,2016-08-18 15:59:00.0000000,Second Class,USCA,40464
32700,4,2,Late delivery,1,2016-05-20 21:32:00.0000000,Second Class,USCA,34383
11482,5,2,Late delivery,1,2016-06-11 08:22:00.0000000,Second Class,USCA,35784
11483,4,2,Late delivery,1,2016-06-24 03:06:00.0000000,Second Class,USCA,36728
11484,4,2,Late delivery,1,2016-04-28 17:01:00.0000000,Second Class,USCA,32863
11485,2,2,Shipping on time,0,2016-08-14 12:39:00.0000000,Second Class,USCA,40386
11486,3,2,Late delivery,1,2016-05-04 11:34:00.0000000,Second Class,USCA,33327
11495,6,2,Late delivery,1,2016-11-12 20:36:00.0000000,Second Class,USCA,46300
11496,4,2,Late delivery,1,2016-06-26 12:54:00.0000000,Second Class,USCA,36893
11812,2,1,Late delivery,1,2016-06-30 07:59:00.0000000,First Class,USCA,37290
11813,2,1,Late delivery,1,2016-05-20 21:53:00.0000000,First Class,USCA,34521
11814,2,1,Late delivery,1,2016-06-02 02:25:00.0000000,First Class,USCA,35356
11815,2,1,Late delivery,1,2016-06-07 13:06:00.0000000,First Class,USCA,35729
11816,2,1,Late delivery,1,2016-07-03 09:55:00.0000000,First Class,USCA,37501
11817,2,1,Late delivery,1,2016-08-22 19:18:00.0000000,First Class,USCA,40953
11818,2,1,Late delivery,1,2016-07-06 06:14:00.0000000,First Class,USCA,37696
11819,2,1,Late delivery,1,2016-05-03 05:37:00.0000000,First Class,USCA,33310
11820,2,1,Late delivery,1,2016-05-14 21:54:00.0000000,First Class,USCA,34110
11821,2,1,Late delivery,1,2016-05-02 14:33:00.0000000,First Class,USCA,33267
11822,2,1,Late delivery,1,2016-06-25 16:14:00.0000000,First Class,USCA,36971
11823,2,1,Late delivery,1,2016-04-20 15:37:00.0000000,First Class,USCA,32448
11824,2,1,Late delivery,1,2016-06-09 22:33:00.0000000,First Class,USCA,35893
11825,2,1,Late delivery,1,2016-04-28 06:09:00.0000000,First Class,USCA,32969
11826,2,1,Late delivery,1,2016-04-09 16:10:00.0000000,First Class,USCA,31696
11827,2,1,Late delivery,1,2016-08-01 02:41:00.0000000,First Class,USCA,39467
11828,2,1,Late delivery,1,2016-05-11 12:16:00.0000000,First Class,USCA,33877
11829,2,1,Late delivery,1,2016-06-11 15:12:00.0000000,First Class,USCA,36009
11830,2,1,Late delivery,1,2016-08-24 00:44:00.0000000,First Class,USCA,41037
11831,2,1,Late delivery,1,2016-07-30 17:45:00.0000000,First Class,USCA,39373
11832,2,1,Late delivery,1,2016-07-31 21:26:00.0000000,First Class,USCA,39452
11833,2,1,Late delivery,1,2016-07-31 18:38:00.0000000,First Class,USCA,39444
11834,2,1,Late delivery,1,2016-06-01 20:07:00.0000000,First Class,USCA,35338
11835,2,1,Late delivery,1,2016-05-02 01:14:00.0000000,First Class,USCA,33229
11836,2,1,Late delivery,1,2016-05-20 22:35:00.0000000,First Class,USCA,34523
11837,2,1,Late delivery,1,2016-08-19 15:17:00.0000000,First Class,USCA,40736
11838,2,1,Late delivery,1,2016-04-20 04:46:00.0000000,First Class,USCA,32417
11839,2,1,Late delivery,1,2016-06-08 17:29:00.0000000,First Class,USCA,35810
11840,2,1,Late delivery,1,2016-07-12 00:58:00.0000000,First Class,USCA,38092
11841,2,1,Late delivery,1,2016-04-05 10:34:00.0000000,First Class,USCA,31406
11842,2,1,Late delivery,1,2016-04-05 04:36:00.0000000,First Class,USCA,31389
11843,2,1,Late delivery,1,2016-07-13 12:21:00.0000000,First Class,USCA,38193
11844,2,1,Late delivery,1,2016-07-21 22:30:00.0000000,First Class,USCA,38770
11845,2,1,Late delivery,1,2016-05-31 04:53:00.0000000,First Class,USCA,35226
11846,2,1,Late delivery,1,2016-06-05 08:54:00.0000000,First Class,USCA,35580
11847,2,1,Late delivery,1,2016-08-23 00:33:00.0000000,First Class,USCA,40968
11848,2,1,Late delivery,1,2016-07-04 10:47:00.0000000,First Class,USCA,37572
11849,2,1,Late delivery,1,2016-05-18 15:56:00.0000000,First Class,USCA,34367
11850,2,1,Late delivery,1,2016-08-27 02:18:00.0000000,First Class,USCA,41247
11851,2,1,Late delivery,1,2016-07-31 10:55:00.0000000,First Class,USCA,39422
11852,2,1,Late delivery,1,2016-08-26 06:20:00.0000000,First Class,USCA,41190
11853,2,1,Late delivery,1,2016-05-13 16:28:00.0000000,First Class,USCA,34026
11854,2,1,Late delivery,1,2016-08-13 09:20:00.0000000,First Class,USCA,40308
11855,2,1,Late delivery,1,2016-05-22 14:32:00.0000000,First Class,USCA,34637
11856,2,1,Late delivery,1,2016-07-17 15:09:00.0000000,First Class,USCA,38475
11857,2,1,Late delivery,1,2016-06-14 08:22:00.0000000,First Class,USCA,36195
11858,2,1,Late delivery,1,2016-08-20 14:45:00.0000000,First Class,USCA,40803
11859,2,1,Late delivery,1,2016-07-21 22:09:00.0000000,First Class,USCA,38769
11860,2,1,Late delivery,1,2016-05-11 23:49:00.0000000,First Class,USCA,33910
11861,2,1,Late delivery,1,2016-07-11 13:24:00.0000000,First Class,USCA,38059
11862,2,1,Late delivery,1,2016-11-09 20:04:00.0000000,First Class,USCA,46367
11863,2,1,Late delivery,1,2016-06-30 12:12:00.0000000,First Class,USCA,37302
11864,2,1,Late delivery,1,2016-06-07 12:45:00.0000000,First Class,USCA,35728
11865,2,1,Late delivery,1,2016-04-05 14:25:00.0000000,First Class,USCA,31417
11866,2,1,Late delivery,1,2016-06-03 23:37:00.0000000,First Class,USCA,35485
11867,2,1,Late delivery,1,2016-06-01 15:13:00.0000000,First Class,USCA,35324
11868,2,1,Late delivery,1,2016-05-30 06:06:00.0000000,First Class,USCA,35161
11869,2,1,Late delivery,1,2016-05-20 22:14:00.0000000,First Class,USCA,34522
11870,2,1,Late delivery,1,2016-06-02 09:05:00.0000000,First Class,USCA,35375
11871,2,1,Late delivery,1,2016-06-11 14:30:00.0000000,First Class,USCA,36007
11872,2,1,Late delivery,1,2016-07-17 21:48:00.0000000,First Class,USCA,38494
11921,2,1,Late delivery,1,2016-06-05 06:48:00.0000000,First Class,USCA,35574
11922,2,1,Late delivery,1,2016-08-18 07:03:00.0000000,First Class,USCA,40644
11923,2,1,Late delivery,1,2016-08-25 15:16:00.0000000,First Class,USCA,41147
11924,2,1,Late delivery,1,2016-06-25 10:37:00.0000000,First Class,USCA,36955
11925,2,1,Late delivery,1,2016-06-27 18:20:00.0000000,First Class,USCA,37114
11926,2,1,Late delivery,1,2016-07-30 00:35:00.0000000,First Class,USCA,39324
11927,2,1,Late delivery,1,2016-06-12 14:19:00.0000000,First Class,USCA,36075
11928,2,1,Late delivery,1,2016-07-29 01:28:00.0000000,First Class,USCA,39258
11965,2,1,Late delivery,1,2016-05-17 14:21:00.0000000,First Class,USCA,34294
11966,2,1,Late delivery,1,2016-04-13 18:37:00.0000000,First Class,USCA,31977
11967,2,1,Late delivery,1,2016-05-18 11:44:00.0000000,First Class,USCA,34355
11968,2,1,Late delivery,1,2016-08-08 20:22:00.0000000,First Class,USCA,39997
11969,2,1,Late delivery,1,2016-05-01 19:17:00.0000000,First Class,USCA,33212
11970,2,1,Late delivery,1,2016-04-30 22:58:00.0000000,First Class,USCA,33154
11971,2,1,Late delivery,1,2016-07-10 05:52:00.0000000,First Class,USCA,37969
11972,2,1,Late delivery,1,2016-08-13 01:16:00.0000000,First Class,USCA,40285
11973,2,1,Late delivery,1,2016-06-21 17:59:00.0000000,First Class,USCA,36702
11974,2,1,Late delivery,1,2016-09-27 22:45:00.0000000,First Class,USCA,43429
12003,2,1,Late delivery,1,2016-07-14 18:29:00.0000000,First Class,USCA,38279
12004,2,1,Late delivery,1,2016-08-24 04:14:00.0000000,First Class,USCA,41047
12005,2,1,Late delivery,1,2016-07-04 01:20:00.0000000,First Class,USCA,37545
12006,2,1,Late delivery,1,2016-06-23 15:11:00.0000000,First Class,USCA,36831
12007,2,1,Late delivery,1,2016-08-22 23:51:00.0000000,First Class,USCA,40966
12008,2,1,Late delivery,1,2016-08-01 01:17:00.0000000,First Class,USCA,39463
15638,2,1,Late delivery,1,2016-08-06 06:43:00.0000000,First Class,USCA,39821
15639,2,1,Late delivery,1,2016-08-26 07:02:00.0000000,First Class,USCA,41192
15640,2,1,Late delivery,1,2016-05-31 09:26:00.0000000,First Class,USCA,35239
15641,2,1,Late delivery,1,2016-06-20 14:19:00.0000000,First Class,USCA,36623
15642,2,1,Late delivery,1,2016-07-31 19:41:00.0000000,First Class,USCA,39447
15643,2,1,Late delivery,1,2016-07-27 15:29:00.0000000,First Class,USCA,39161
15667,2,1,Late delivery,1,2016-07-11 13:03:00.0000000,First Class,USCA,38058
15668,2,1,Late delivery,1,2016-08-18 14:03:00.0000000,First Class,USCA,40664
15685,2,1,Late delivery,1,2016-06-19 13:26:00.0000000,First Class,USCA,36552
15686,2,1,Late delivery,1,2016-04-22 15:58:00.0000000,First Class,USCA,32586
15687,2,1,Late delivery,1,2016-08-24 04:35:00.0000000,First Class,USCA,41048
15701,2,1,Late delivery,1,2016-06-10 18:32:00.0000000,First Class,USCA,35950
15734,2,4,Advance shipping,0,2016-07-27 13:44:00.0000000,Standard Class,USCA,39156
15735,2,4,Advance shipping,0,2016-06-24 10:27:00.0000000,Standard Class,USCA,36886
15736,6,4,Late delivery,1,2016-08-12 03:54:00.0000000,Standard Class,USCA,39950
15737,4,4,Shipping on time,0,2016-05-18 04:43:00.0000000,Standard Class,USCA,34198
15738,2,4,Advance shipping,0,2016-08-26 03:11:00.0000000,Standard Class,USCA,41181
15739,4,4,Shipping on time,0,2016-12-01 01:07:00.0000000,Standard Class,USCA,47683
15740,3,4,Advance shipping,0,2016-05-14 01:03:00.0000000,Standard Class,USCA,33982
15741,2,4,Advance shipping,0,2016-08-16 13:42:00.0000000,Standard Class,USCA,40526
15742,4,4,Shipping on time,0,2016-05-27 02:26:00.0000000,Standard Class,USCA,34808
15743,6,4,Late delivery,1,2016-04-24 11:04:00.0000000,Standard Class,USCA,32435
15744,2,4,Advance shipping,0,2016-05-04 01:14:00.0000000,Standard Class,USCA,33366
15745,3,4,Advance shipping,0,2016-07-04 05:00:00.0000000,Standard Class,USCA,37487
15746,6,4,Late delivery,1,2016-06-19 19:24:00.0000000,Standard Class,USCA,36295
15747,4,4,Shipping on time,0,2016-12-22 10:22:00.0000000,Standard Class,USCA,49148
15748,2,4,Advance shipping,0,2016-05-02 21:13:00.0000000,Standard Class,USCA,33286
15749,5,4,Late delivery,1,2016-08-16 11:26:00.0000000,Standard Class,USCA,40314
15750,5,4,Late delivery,1,2016-08-28 14:13:00.0000000,Standard Class,USCA,41144
15751,5,4,Late delivery,1,2016-07-13 23:23:00.0000000,Standard Class,USCA,38019
15752,6,4,Late delivery,1,2016-08-03 09:42:00.0000000,Standard Class,USCA,39350
15753,4,4,Shipping on time,0,2016-08-13 10:02:00.0000000,Standard Class,USCA,40173
15754,5,4,Late delivery,1,2016-04-12 08:27:00.0000000,Standard Class,USCA,31674
15755,6,4,Late delivery,1,2016-06-11 04:42:00.0000000,Standard Class,USCA,35705
15756,2,4,Advance shipping,0,2016-04-30 18:25:00.0000000,Standard Class,USCA,33141
15757,4,4,Shipping on time,0,2016-07-30 07:57:00.0000000,Standard Class,USCA,39208
15758,2,4,Advance shipping,0,2016-07-07 10:15:00.0000000,Standard Class,USCA,37776
15759,6,4,Late delivery,1,2016-06-22 08:42:00.0000000,Standard Class,USCA,36470
15760,3,4,Advance shipping,0,2016-05-19 05:25:00.0000000,Standard Class,USCA,34337
15969,3,4,Advance shipping,0,2016-08-20 10:22:00.0000000,Standard Class,USCA,40722
15970,3,4,Advance shipping,0,2016-08-01 00:25:00.0000000,Standard Class,USCA,39392
15971,4,4,Shipping on time,0,2016-04-10 18:05:00.0000000,Standard Class,USCA,31633
15972,3,4,Advance shipping,0,2016-07-19 21:38:00.0000000,Standard Class,USCA,38562
15973,3,4,Advance shipping,0,2016-06-16 07:50:00.0000000,Standard Class,USCA,36262
15974,4,4,Shipping on time,0,2016-06-05 03:39:00.0000000,Standard Class,USCA,35428
15975,2,4,Advance shipping,0,2016-08-08 00:45:00.0000000,Standard Class,USCA,39941
15976,4,4,Shipping on time,0,2016-05-06 15:57:00.0000000,Standard Class,USCA,33408
15977,5,4,Late delivery,1,2016-08-19 13:00:00.0000000,Standard Class,USCA,40524
15978,6,4,Late delivery,1,2016-08-02 02:10:00.0000000,Standard Class,USCA,39260
15979,3,4,Advance shipping,0,2016-05-08 10:10:00.0000000,Standard Class,USCA,33597
15980,4,4,Shipping on time,0,2016-06-17 06:26:00.0000000,Standard Class,USCA,36258
15981,2,4,Advance shipping,0,2016-04-26 12:49:00.0000000,Standard Class,USCA,32851
15982,6,4,Late delivery,1,2016-06-19 15:54:00.0000000,Standard Class,USCA,36285
36585,5,4,Late delivery,1,2016-12-22 08:27:00.0000000,Standard Class,USCA,49074
36614,3,4,Advance shipping,0,2016-12-16 12:40:00.0000000,Standard Class,USCA,48812
36658,6,4,Late delivery,1,2016-12-14 04:05:00.0000000,Standard Class,USCA,48445
36661,2,1,Late delivery,1,2016-12-09 17:55:00.0000000,First Class,USCA,48416
36728,5,4,Late delivery,1,2016-12-02 01:28:00.0000000,Standard Class,USCA,47684
36734,2,2,Shipping on time,0,2016-11-28 17:25:00.0000000,Second Class,USCA,47661
36735,5,2,Late delivery,1,2016-12-01 16:43:00.0000000,Second Class,USCA,47659
36783,6,4,Late delivery,1,2016-11-24 14:37:00.0000000,Standard Class,USCA,47105
36821,3,4,Shipping canceled,0,2016-11-15 03:25:00.0000000,Standard Class,USCA,46662
36848,2,1,Shipping canceled,0,2016-11-10 15:20:00.0000000,First Class,USCA,46422
36849,2,1,Late delivery,1,2016-11-10 14:59:00.0000000,First Class,USCA,46421
36858,2,1,Late delivery,1,2016-11-09 15:31:00.0000000,First Class,USCA,46354
36859,2,1,Late delivery,1,2016-11-09 15:10:00.0000000,First Class,USCA,46353
36868,5,2,Late delivery,1,2016-11-11 20:15:00.0000000,Second Class,USCA,46299
36869,4,2,Late delivery,1,2016-11-10 19:54:00.0000000,Second Class,USCA,46298
36890,6,4,Late delivery,1,2016-11-10 09:02:00.0000000,Standard Class,USCA,46130
36903,3,4,Advance shipping,0,2016-11-05 08:41:00.0000000,Standard Class,USCA,45992
36904,5,4,Late delivery,1,2016-11-07 07:38:00.0000000,Standard Class,USCA,45989
36913,1,0,Late delivery,1,2016-11-01 06:30:00.0000000,Same Day,USCA,45883
36914,4,4,Shipping on time,0,2016-11-04 16:45:00.0000000,Standard Class,USCA,45878
36916,5,4,Late delivery,1,2016-11-05 10:06:00.0000000,Standard Class,USCA,45859
36979,3,4,Advance shipping,0,2016-10-27 21:29:00.0000000,Standard Class,USCA,45412
7843,5,2,Shipping canceled,0,2016-06-25 03:27:00.0000000,Second Class,USCA,36729
7844,2,2,Shipping canceled,0,2016-06-11 05:23:00.0000000,Second Class,USCA,35981
7845,2,2,Shipping on time,0,2016-06-14 15:43:00.0000000,Second Class,USCA,36216
7846,5,2,Late delivery,1,2016-07-10 20:04:00.0000000,Second Class,USCA,37804
7847,4,2,Late delivery,1,2016-09-07 07:22:00.0000000,Second Class,USCA,41878
7848,3,2,Late delivery,1,2016-04-30 14:44:00.0000000,Second Class,USCA,33062
7849,6,2,Late delivery,1,2016-04-23 07:02:00.0000000,Second Class,USCA,32355
7850,5,2,Late delivery,1,2016-05-16 08:45:00.0000000,Second Class,USCA,34004
7851,4,2,Late delivery,1,2016-06-22 03:48:00.0000000,Second Class,USCA,36593
7852,6,2,Late delivery,1,2016-09-27 03:29:00.0000000,Second Class,USCA,43100
7853,5,2,Late delivery,1,2017-01-19 16:07:00.0000000,Second Class,USCA,51014
7854,2,2,Shipping on time,0,2016-08-02 02:52:00.0000000,Second Class,USCA,39536
7855,3,2,Late delivery,1,2016-08-28 11:04:00.0000000,Second Class,USCA,41272
7856,6,2,Late delivery,1,2016-06-16 03:49:00.0000000,Second Class,USCA,36045
7857,5,2,Late delivery,1,2016-06-19 07:18:00.0000000,Second Class,USCA,36329
7858,3,2,Late delivery,1,2016-06-19 09:24:00.0000000,Second Class,USCA,36472
7859,2,2,Shipping canceled,0,2016-04-30 14:54:00.0000000,Second Class,USCA,33131
7860,2,2,Shipping canceled,0,2016-08-26 20:42:00.0000000,Second Class,USCA,41231
7861,2,2,Shipping canceled,0,2016-07-09 13:03:00.0000000,Second Class,USCA,37921
7878,6,2,Late delivery,1,2016-06-15 05:02:00.0000000,Second Class,USCA,35980
7900,6,2,Late delivery,1,2016-05-26 01:34:00.0000000,Second Class,USCA,34600
7901,3,2,Late delivery,1,2016-07-08 03:36:00.0000000,Second Class,USCA,37757
7902,4,2,Late delivery,1,2016-05-08 18:45:00.0000000,Second Class,USCA,33553
7912,2,2,Shipping canceled,0,2016-07-16 00:58:00.0000000,Second Class,USCA,38366
7913,4,2,Late delivery,1,2016-07-23 11:17:00.0000000,Second Class,USCA,38738
7914,2,2,Shipping on time,0,2016-07-31 14:05:00.0000000,Second Class,USCA,39431
8105,5,2,Late delivery,1,2016-08-05 10:55:00.0000000,Second Class,USCA,39559
8106,6,2,Late delivery,1,2016-08-05 05:30:00.0000000,Second Class,USCA,39475
8107,4,2,Late delivery,1,2016-04-09 21:04:00.0000000,Second Class,USCA,31573
8108,2,2,Shipping on time,0,2016-07-16 02:43:00.0000000,Second Class,USCA,38371
8141,2,2,Shipping on time,0,2016-07-07 03:15:00.0000000,Second Class,USCA,37756
8142,3,2,Late delivery,1,2016-07-09 16:23:00.0000000,Second Class,USCA,37862
8143,3,2,Late delivery,1,2016-07-02 23:14:00.0000000,Second Class,USCA,37402
8144,5,2,Late delivery,1,2016-08-22 21:35:00.0000000,Second Class,USCA,40754
8145,2,2,Shipping on time,0,2016-04-10 21:56:00.0000000,Second Class,USCA,31781
8146,4,2,Late delivery,1,2016-04-09 15:49:00.0000000,Second Class,USCA,31558
8147,6,2,Late delivery,1,2016-07-27 00:47:00.0000000,Second Class,USCA,38845
8148,4,2,Late delivery,1,2016-06-21 19:02:00.0000000,Second Class,USCA,36568
8149,2,2,Shipping on time,0,2016-06-15 10:59:00.0000000,Second Class,USCA,36271
24540,6,2,Late delivery,1,2016-07-09 17:37:00.0000000,Second Class,USCA,37660
20809,2,2,Shipping on time,0,2016-06-27 20:47:00.0000000,Second Class,USCA,37121
20810,3,2,Late delivery,1,2016-05-04 13:20:00.0000000,Second Class,USCA,33332
20811,2,2,Shipping on time,0,2016-06-06 23:47:00.0000000,Second Class,USCA,35691
